# Семантическое ядро whalewzrd.com, версия 2 (23.09.2026)
# Источники: v1 — подсказки Google (KZ, UZ, UA, US, DE, AE) и Яндекса от 10.09; v2 — подсказки Google по 15 рынкам
# без России: KZ, UZ, BY, KG, TJ, AM, AZ, MD, UA, GE, IL, DE, US, AE, TR, с усиленными блоками «приложения», «инфобизнес» и 204 нишами.
# Вывод сбора: по русскоязычным запросам Google отдаёт почти одни и те же подсказки во всех странах; по рынкам различаются
# только запросы с гео-модификатором (колонка geo=1). Значит, страну надо закрывать не отдельными страницами, а упоминанием
# рынков в тексте и FAQ — отдельная страница под страну считается scaled content abuse.
# intent: commercial — готов купить; trust — ищет, кому доверить, или чинит проблему; tool — считает; howto — делает сам;
# definition — разбирается в терминах; informational — изучает тему. page — целевая страница; /blog — нужна статья.
# blocks: v1 | base | apps | infobiz | niche — из какого блока семян пришла фраза. regions — где Google её подсказал.
# Частотности нет и не будет: подсказки её не отдают, а выдуманные числа проекту запрещены.
query;intent;page;geo;blocks;regions;sources
запрещена ли реклама в инстаграме;informational;/meta-ads;0;v1;;yandex
запрещена любая реклама в инстаграм;informational;/meta-ads;0;v1;;google
запуск рекламы в инстаграм;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
запуск рекламы в инстаграм 2025;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
запуск рекламы в инстаграм без фейсбука;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
запуск рекламы в инстаграм через фейсбук;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
запуск рекламы в инстаграме;informational;/meta-ads;0;v1|base;by|kg;google|google-v2
запуск таргетированной рекламы в инстаграм;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
какая реклама в инстаграм самая эффективная;informational;/meta-ads;0;v1;;google
книга сергей щербаков таргетированная реклама;informational;/meta-ads;0;v1;;yandex
книги про продвижение в инстаграм;informational;/meta-ads;0;niche;us;google-v2
маркетолог таргетолог это;informational;/meta-ads;0;v1;;yandex
может ли таргетолог быть самозанятым;informational;/meta-ads;0;v1;;google
можно ли купить продвижение в инстаграм;informational;/meta-ads;0;v1;;google
насколько эффективна реклама в инстаграм;informational;/meta-ads;0;v1;;google
настройка пикселя;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка пикселя вк;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
настройка пикселя фб;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
настройка рекламы в инстаграм;informational;/meta-ads;0;v1;;yandex
настройка рекламы в инстаграм 2025;informational;/meta-ads;0;v1;;google
настройка рекламы в инстаграм 2026;informational;/meta-ads;0;v1;;google
настройка рекламы в инстаграм для мебели;informational;/meta-ads;0;v1;;yandex
настройка рекламы в инстаграм через фейсбук;informational;/meta-ads;0;v1;;yandex
настройка рекламы в фейсбук;informational;/meta-ads;0;v1;;google
настройка рекламы в фейсбук и инстаграм;informational;/meta-ads;0;v1;;google
настройка рекламы инстаграм;informational;/meta-ads;0;v1;;google|yandex
настройка рекламы инстаграм через фейсбук;informational;/meta-ads;0;v1;;google
настройка рекламы мета;informational;/meta-ads;0;v1;;google
настройка рекламы на фейсбук;informational;/meta-ads;0;v1;;google
настройка рекламы таргет;informational;/meta-ads;0;v1;;google
настройка рекламы фейсбук;informational;/meta-ads;0;v1;;google
настройка рекламы фейсбук инстаграм;informational;/meta-ads;0;v1;;google
настройка рекламы через фейсбук;informational;/meta-ads;0;v1;;google
настройка рекламы через facebook;informational;/meta-ads;0;v1;;yandex
настройка событий пикселя facebook;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
настройка таргет рекламы фейсбук;informational;/meta-ads;0;v1;;google
настройка таргета;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка таргета в вк;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка таргета в вк 2026;informational;/meta-ads;0;v1;;google
настройка таргета в инстаграм;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка таргета в инстаграм через фейсбук;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка таргета вк;informational;/meta-ads;0;v1;;yandex
настройка таргета через фейсбук;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
настройка таргета это;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
настройка таргетинговой рекламы на личную страницу;informational;/meta-ads;0;v1;;google
настройка таргетированной рекламы;informational;/meta-ads;0;v1;;google|yandex
настройка таргетированной рекламы в вк;informational;/meta-ads;0;v1;;yandex
настройка таргетированной рекламы в инстаграм;informational;/meta-ads;0;v1;;google
настройка таргетированной рекламы в инстаграм через фейсбук;informational;/meta-ads;0;v1;;google
настройка таргетированной рекламы в фейсбук;informational;/meta-ads;0;v1;;google
настройка таргетированной рекламы вк;informational;/meta-ads;0;v1;;google
настройка таргетированной рекламы минск;informational;/meta-ads;1;v1;;google
настройка таргетированной рекламы это;informational;/meta-ads;0;v1;;google
нативная реклама в инстаграм;informational;/meta-ads;0;v1;;yandex
не идет реклама в инстаграм;informational;/meta-ads;0;v1;;google
не могу оплатить продвижение в инстаграм;informational;/meta-ads;0;v1;;google
нужен таргетолог инстаграм;informational;/meta-ads;0;v1;;google
онлайн школа богатый таргетолог;informational;/meta-ads;0;v1;;yandex
органическое продвижение в инстаграм;informational;/meta-ads;0;v1;;google
пиксель фейсбук;informational;/meta-ads;0;v1;;google|yandex
пиксель фейсбук это;informational;/meta-ads;0;v1;;google
платное продвижение в инстаграм;informational;/meta-ads;0;v1;;google|yandex
помогает ли реклама в инстаграм;informational;/meta-ads;0;v1;;google
привлечение клиентов в инстаграм;informational;/meta-ads;0;v1;;google
продвижение в инстаграм;informational;/meta-ads;0;v1;;google|yandex
продвижение в инстаграм 2025;informational;/meta-ads;0;v1;;google
продвижение в инстаграм 2026;informational;/meta-ads;0;v1;;google|yandex
продвижение в инстаграм купить;informational;/meta-ads;0;v1;;google
продвижение в инстаграм минск;informational;/meta-ads;1;v1;;google
продвижение в инстаграме;informational;/meta-ads;0;v1;;yandex
продвижение в инстаграмме;informational;/meta-ads;0;v1;;yandex
продвижение в instagram;informational;/meta-ads;0;v1;;yandex
продвижение в instagram 2026;informational;/meta-ads;0;v1;;yandex
продвижение рекламы в инстаграм;informational;/meta-ads;0;v1;;google
продвижение рекламы в инстаграме;informational;/meta-ads;0;v1;;yandex
работает ли реклама в инстаграм;informational;/meta-ads;0;v1;;google
разрешена ли реклама в инстаграм;informational;/meta-ads;0;v1;;google|yandex
разрешена ли реклама в инстаграм в беларуси;informational;/meta-ads;1;v1;;google
разрешена ли реклама в инстаграме;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама в инстаграм 2025;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us;google|google-v2
реклама в инстаграм 2026;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама в инстаграм алматы;informational;/meta-ads;1;v1;;google
реклама в инстаграм без аккаунта;informational;/meta-ads;0;v1;;google
реклама в инстаграм без налога;informational;/meta-ads;0;v1;;google
реклама в инстаграм без фейсбука;informational;/meta-ads;0;v1;;google
реклама в инстаграм беларусь;informational;/meta-ads;1;v1;;google|yandex
реклама в инстаграм беларусь закон;informational;/meta-ads;1;v1;;google
реклама в инстаграм биржа;informational;/meta-ads;0;v1;;google
реклама в инстаграм бишкек;informational;/meta-ads;1;v1;;google
реклама в инстаграм блогеры;informational;/meta-ads;0;v1;;google
реклама в инстаграм будет запрещена;informational;/meta-ads;0;v1;;google
реклама в инстаграм в 2026;informational;/meta-ads;0;v1;;yandex|google
реклама в инстаграм в 2026 году;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм в беларуси;informational;/meta-ads;1;v1;;google
реклама в инстаграм в германии;informational;/meta-ads;1;v1;;google
реклама в инстаграм в казахстане;informational;/meta-ads;1;v1;;yandex|google
реклама в инстаграм в россии;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама в инстаграм в россии 2025;informational;/meta-ads;0;v1;;google
реклама в инстаграм в рф;informational;/meta-ads;0;v1;;google
реклама в инстаграм для блогеров;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм для россии;informational;/meta-ads;0;v1;;google
реклама в инстаграм для россиян;informational;/meta-ads;0;v1;;google
реклама в инстаграм для фотографа;informational;/meta-ads;0;v1;;google
реклама в инстаграм до 1 сентября;informational;/meta-ads;0;v1;;google
реклама в инстаграм долго на рассмотрении;informational;/meta-ads;0;v1;;google
реклама в инстаграм закон;informational;/meta-ads;0;v1;;google|yandex
реклама в инстаграм закон рф;informational;/meta-ads;0;v1;;google
реклама в инстаграм запрещена;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама в инстаграм запрещена в россии;informational;/meta-ads;0;v1;;yandex|google
реклама в инстаграм запрещена в россии или;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм запрещена в россии или нет;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм запрещена или нет;informational;/meta-ads;0;v1;;yandex
реклама в инстаграм запрещена с 1 сентября;informational;/meta-ads;0;v1;;google|yandex
реклама в инстаграм и фейсбук;informational;/meta-ads;0;v1;;google
реклама в инстаграм из россии;informational;/meta-ads;0;v1;;google
реклама в инстаграм казахстан;informational;/meta-ads;1;v1;;google
реклама в инстаграм как выглядит;informational;/meta-ads;0;v1;;google
реклама в инстаграм как делать;informational;/meta-ads;0;v1;;google
реклама в инстаграм как работает;informational;/meta-ads;0;v1;;google
реклама в инстаграм куда жаловаться;informational;/meta-ads;0;v1;;google
